number	bait	prey	IPTM	PTM	IPTMavg	PTMavg	RATIO	PEAK	PEAKavg	scaled_PEAK	scaled_PEAKavg	max_scaled_PEAK	mean_top3_scaled_PEAK
272	hsCDK5RAP3	O43482	0.27:0.187:0.182:0.16:0.146	0.495:0.485:0.491:0.487:0.483	0.189	0.4882	0.387136	10.86:15.27:18.05:16.97:21.47	16.524	0.638:0.491:0.398:0.434:0.284	0.449	0.638	0.521
684	hsCDK5RAP3	Q9HCH3	0.158:0.167:0.154:0.149:0.148	0.411:0.369:0.414:0.407:0.409	0.1552	0.402	0.38607	24.33:22.69:24.22:24.89:24.27	24.08	0.189:0.244:0.193:0.17:0.191	0.197	0.244	0.20933333333333334
319	hsCDK5RAP3	O15243	0.247:0.236:0.226:0.175:0.166	0.545:0.542:0.552:0.539:0.542	0.21	0.544	0.386029	13.62:11.11:12.13:17.81:18.56	14.646	0.546:0.63:0.596:0.406:0.381	0.512	0.63	0.5906666666666667
620	hsCDK5RAP3	Q96A54	0.223:0.179:0.143:0.142:0.131	0.415:0.43:0.432:0.423:0.42	0.1636	0.424	0.385849	9.88:13.66:20.23:22.2:23.38	17.87	0.671:0.545:0.326:0.26:0.221	0.404	0.671	0.514
793	hsCDK5RAP3	O75127	0.2:0.189:0.185:0.158:0.149	0.464:0.455:0.453:0.457:0.456	0.1762	0.457	0.385558	16.94:15.2:13.23:19.33:22.89	17.518	0.435:0.493:0.559:0.356:0.237	0.416	0.559	0.4956666666666667
224	hsCDK5RAP3	O95741	0.163:0.152:0.14:0.138:0.139	0.391:0.421:0.363:0.365:0.36	0.1464	0.38	0.385263	24.14:21.78:25.78:26.53:26.16	24.878	0.195:0.274:0.141:0.116:0.128	0.171	0.274	0.20333333333333334
697	hsCDK5RAP3	O00757	0.196:0.181:0.161:0.152:0.146	0.446:0.433:0.431:0.428:0.433	0.1672	0.4342	0.385076	15.84:17.34:20.38:21.89:22.62	19.614	0.472:0.422:0.321:0.27:0.246	0.346	0.472	0.40499999999999997
80	hsCDK5RAP3	Q96H22	0.196:0.181:0.167:0.151:0.149	0.437:0.446:0.444:0.441:0.424	0.1688	0.4384	0.385036	16.59:16.48:19.56:21.66:20.02	18.862	0.447:0.451:0.348:0.278:0.333	0.371	0.451	0.41533333333333333
309	hsCDK5RAP3	O00425	0.163:0.161:0.158:0.151:0.137	0.407:0.402:0.397:0.402:0.392	0.154	0.4	0.385	21.61:20.34:20.28:17.83:25.83	21.178	0.28:0.322:0.324:0.406:0.139	0.294	0.406	0.3506666666666667
547	hsCDK5RAP3	Q96IV6	0.186:0.178:0.159:0.15:0.151	0.433:0.43:0.433:0.426:0.419	0.1648	0.4282	0.384867	16.89:20.23:20.3:20.56:20.91	19.778	0.437:0.326:0.323:0.315:0.303	0.341	0.437	0.362
449	hsCDK5RAP3	Q3SY69	0.191:0.193:0.189:0.159:0.155	0.466:0.455:0.464:0.454:0.468	0.1774	0.4614	0.384482	11.48:14.01:12.17:23.77:23.16	16.918	0.617:0.533:0.594:0.208:0.228	0.436	0.617	0.5813333333333334
750	hsCDK5RAP3	Q8WYK0	0.2:0.189:0.18:0.162:0.164	0.476:0.449:0.473:0.474:0.456	0.179	0.4656	0.38445	16.45:16.25:16.64:21.02:19.64	18	0.452:0.458:0.445:0.299:0.345	0.4	0.458	0.45166666666666666
537	hsCDK5RAP3	Q9Y3L5	0.232:0.22:0.183:0.177:0.173	0.518:0.513:0.512:0.51:0.51	0.197	0.5126	0.384315	14.3:15.33:17.33:18.03:18	16.598	0.523:0.489:0.422:0.399:0.4	0.447	0.523	0.478
40	hsCDK5RAP3	Q6T310	0.244:0.194:0.166:0.155:0.144	0.487:0.463:0.47:0.469:0.47	0.1806	0.4718	0.382789	15.8:12.43:10.73:12.52:11.27	12.55	0.473:0.586:0.642:0.583:0.624	0.582	0.642	0.6173333333333333
127	hsCDK5RAP3	P01112	0.235:0.229:0.208:0.201:0.121	0.538:0.528:0.526:0.522:0.483	0.1988	0.5194	0.382749	10.99:13.23:14.7:14.83:24.88	15.726	0.634:0.559:0.51:0.506:0.171	0.476	0.634	0.5676666666666667
757	hsCDK5RAP3	Q8N9R8	0.328:0.196:0.163:0.161:0.163	0.576:0.525:0.518:0.521:0.512	0.2022	0.5304	0.381222	11.98:14.43:17.84:20.7:17.5	16.49	0.601:0.519:0.405:0.31:0.417	0.45	0.601	0.5123333333333333
197	hsCDK5RAP3	Q2M389	0.243:0.206:0.19:0.188:0.187	0.525:0.549:0.53:0.532:0.524	0.2028	0.532	0.381203	12.23:19.34:23.83:22.09:24.48	20.394	0.592:0.355:0.206:0.264:0.184	0.32	0.592	0.4036666666666667
526	hsCDK5RAP3	O94955	0.157:0.153:0.152:0.148:0.142	0.395:0.401:0.394:0.389:0.394	0.1504	0.3946	0.381145	21.28:21.08:24.34:24.77:23.45	22.984	0.291:0.297:0.189:0.174:0.218	0.234	0.297	0.26866666666666666
360	hsCDK5RAP3	Q96IM9	0.244:0.242:0.194:0.162:0.16	0.534:0.542:0.531:0.509:0.517	0.2004	0.5266	0.380555	12.51:12.22:14.7:15.67:19.34	14.888	0.583:0.593:0.51:0.478:0.355	0.504	0.593	0.5619999999999999
553	hsCDK5RAP3	O95684	0.176:0.173:0.163:0.159:0.155	0.439:0.439:0.438:0.432:0.428	0.1652	0.4352	0.379596	16.62:15.88:15.05:17.59:19.19	16.866	0.446:0.471:0.498:0.414:0.36	0.438	0.498	0.4716666666666667
426	hsCDK5RAP3	P04632	0.186:0.182:0.18:0.17:0.155	0.472:0.458:0.462:0.464:0.446	0.1746	0.4604	0.379235	17.48:17.92:15.55:16.25:20.25	17.49	0.417:0.403:0.482:0.458:0.325	0.417	0.482	0.4523333333333333
25	hsCDK5RAP3	A0FGR9	0.157:0.151:0.151:0.149:0.144	0.4:0.397:0.386:0.395:0.406	0.1504	0.3968	0.379032	24.89:25.64:25.12:27.44:25.55	25.728	0.17:0.145:0.163:0.085:0.148	0.142	0.17	0.16033333333333333
218	hsCDK5RAP3	P18440	0.192:0.18:0.153:0.15:0.138	0.426:0.444:0.437:0.418:0.42	0.1626	0.429	0.379021	10.52:15.27:14.81:17.14:20.39	15.626	0.649:0.491:0.506:0.429:0.32	0.479	0.649	0.5486666666666666
586	hsCDK5RAP3	Q13740	0.148:0.14:0.136:0.141:0.136	0.378:0.374:0.376:0.355:0.368	0.1402	0.3702	0.378714	22.58:23.38:25.62:24.53:25.41	24.304	0.247:0.221:0.146:0.182:0.153	0.19	0.247	0.21666666666666667
174	hsCDK5RAP3	P15907	0.189:0.168:0.161:0.149:0.141	0.424:0.428:0.435:0.429:0.418	0.1616	0.4268	0.378632	10.71:11.61:11.17:14.66:18.06	13.242	0.643:0.613:0.628:0.511:0.398	0.559	0.643	0.628
733	hsCDK5RAP3	P09417	0.202:0.192:0.168:0.157:0.154	0.469:0.456:0.465:0.454:0.462	0.1746	0.4612	0.378578	10.54:12.73:13.85:19.75:18.62	15.098	0.649:0.576:0.538:0.342:0.379	0.497	0.649	0.5876666666666667
503	hsCDK5RAP3	Q9NUQ7	0.326:0.16:0.16:0.16:0.157	0.548:0.506:0.5:0.495:0.495	0.1926	0.5088	0.378538	13.61:21.84:21.98:22.38:21.06	20.174	0.546:0.272:0.267:0.254:0.298	0.328	0.546	0.372
370	hsCDK5RAP3	O15321	0.305:0.199:0.18:0.154:0.139	0.522:0.532:0.525:0.492:0.511	0.1954	0.5164	0.378389	12.11:18.58:20.84:22.52:24.61	19.732	0.596:0.381:0.305:0.249:0.18	0.342	0.596	0.42733333333333334
481	hsCDK5RAP3	P54868	0.22:0.218:0.203:0.182:0.143	0.517:0.515:0.511:0.505:0.508	0.1932	0.5112	0.377934	11.92:12.19:14.98:19.03:21.38	15.9	0.603:0.594:0.501:0.366:0.287	0.47	0.603	0.566
4	hsCDK5RAP3	P0DMW2	0.269:0.263:0.216:0.212:0.184	0.612:0.616:0.603:0.607:0.589	0.2288	0.6054	0.377932	12.95:13.81:16.28:16.3:19.5	15.768	0.568:0.54:0.457:0.457:0.35	0.474	0.568	0.5216666666666667
252	hsCDK5RAP3	Q9NW38	0.191:0.164:0.15:0.143:0.136	0.419:0.415:0.418:0.416:0.407	0.1568	0.415	0.377831	18.42:19.66:20.16:22.55:22.91	20.74	0.386:0.345:0.328:0.248:0.236	0.309	0.386	0.353
63	hsCDK5RAP3	O14815	0.417:0.166:0.144:0.142:0.142	0.539:0.535:0.532:0.539:0.531	0.2022	0.5352	0.377803	10.11:23.12:25.27:23.22:21.42	20.628	0.663:0.229:0.158:0.226:0.286	0.312	0.663	0.39266666666666666
593	hsCDK5RAP3	P28289	0.21:0.163:0.156:0.149:0.126	0.451:0.418:0.422:0.421:0.417	0.1608	0.4258	0.377642	15.27:21.86:16.84:21.44:24.7	20.022	0.491:0.271:0.439:0.285:0.177	0.333	0.491	0.40499999999999997
39	hsCDK5RAP3	Q9UMQ6	0.282:0.262:0.174:0.16:0.15	0.544:0.544:0.557:0.543:0.537	0.2056	0.545	0.37724800000000003	14.11:16.48:23.73:23.08:22.2	19.92	0.53:0.451:0.209:0.231:0.26	0.336	0.53	0.4136666666666667
506	hsCDK5RAP3	Q99547	0.25:0.221:0.197:0.193:0.162	0.545:0.55:0.544:0.541:0.532	0.2046	0.5424	0.377212	7.85:12.98:10.63:13.51:18.67	12.728	0.738:0.567:0.646:0.55:0.378	0.576	0.738	0.6503333333333333
275	hsCDK5RAP3	O43173	0.183:0.172:0.162:0.151:0.126	0.426:0.431:0.421:0.414:0.413	0.1588	0.421	0.377197	16.83:17.42:18.36:21.09:23.86	19.512	0.439:0.419:0.388:0.297:0.205	0.35	0.439	0.41533333333333333
405	hsCDK5RAP3	P61647	0.23:0.153:0.149:0.132:0.132	0.431:0.42:0.418:0.422:0.42	0.1592	0.4222	0.377072	8.34:12.01:11.73:18.88:14.64	13.12	0.722:0.6:0.609:0.371:0.512	0.563	0.722	0.6436666666666666
660	hsCDK5RAP3	A0A1W2PPE2	0.288:0.22:0.171:0.166:0.122	0.527:0.516:0.513:0.515:0.494	0.1934	0.513	0.376998	9.41:10.98:13.85:17.59:18.81	14.128	0.686:0.634:0.538:0.414:0.373	0.529	0.686	0.6193333333333334
296	hsCDK5RAP3	A1L020	0.164:0.162:0.156:0.152:0.15	0.425:0.406:0.419:0.413:0.417	0.1568	0.416	0.376923	14.19:15.38:17.94:22.28:17.33	17.424	0.527:0.487:0.402:0.257:0.422	0.419	0.527	0.4786666666666667
347	hsCDK5RAP3	Q16842	0.175:0.166:0.158:0.159:0.145	0.428:0.434:0.437:0.415:0.417	0.1606	0.4262	0.376818	19.17:16.41:14.72:15.52:19.08	16.98	0.361:0.453:0.509:0.483:0.364	0.434	0.509	0.4816666666666667
390	hsCDK5RAP3	P20933	0.184:0.174:0.164:0.161:0.151	0.452:0.449:0.438:0.438:0.437	0.1668	0.4428	0.376694	15.85:17.66:19.41:21.39:21.3	19.122	0.472:0.411:0.353:0.287:0.29	0.363	0.472	0.412
344	hsCDK5RAP3	Q5T6J7	0.257:0.253:0.188:0.128:0.123	0.513:0.53:0.509:0.478:0.49	0.1898	0.504	0.376587	14.18:13.2:18.92:23.61:24.38	18.858	0.527:0.56:0.369:0.213:0.187	0.371	0.56	0.48533333333333334
766	hsCDK5RAP3	P40200	0.151:0.155:0.147:0.143:0.14	0.404:0.385:0.394:0.389:0.387	0.1472	0.3918	0.375702	15.87:20.69:23.91:24.77:25.05	22.058	0.471:0.31:0.203:0.174:0.165	0.265	0.471	0.328
285	hsCDK5RAP3	Q8N8R3	0.18:0.175:0.161:0.157:0.154	0.44:0.424:0.45:0.448:0.44	0.1654	0.4404	0.375568	19.7:18.73:21.5:22.09:22.45	20.894	0.343:0.376:0.283:0.264:0.252	0.304	0.376	0.334
41	hsCDK5RAP3	Q9UJT9	0.207:0.188:0.151:0.141:0.138	0.448:0.444:0.436:0.437:0.432	0.165	0.4394	0.375512	10.5:11.38:18.59:21.72:20.31	16.5	0.65:0.621:0.38:0.276:0.323	0.45	0.65	0.5503333333333333
225	hsCDK5RAP3	Q6NXT4	0.174:0.155:0.152:0.142:0.141	0.412:0.419:0.407:0.406:0.393	0.1528	0.4074	0.375061	10.14:18.53:14.14:15.74:19.05	15.52	0.662:0.382:0.529:0.475:0.365	0.483	0.662	0.5553333333333333
338	hsCDK5RAP3	Q8TDN7	0.203:0.193:0.182:0.172:0.114	0.478:0.467:0.466:0.464:0.429	0.1728	0.4608	0.375	14.37:16.45:16.91:18.95:25.31	18.398	0.521:0.452:0.436:0.368:0.156	0.387	0.521	0.4696666666666667
329	hsCDK5RAP3	Q9NR30	0.164:0.164:0.157:0.155:0.147	0.431:0.425:0.406:0.403:0.434	0.1574	0.4198	0.37494	24.33:21.81:24.58:22.36:25.66	23.748	0.189:0.273:0.181:0.255:0.145	0.208	0.273	0.23900000000000002
777	hsCDK5RAP3	P11310	0.202:0.187:0.18:0.167:0.162	0.49:0.482:0.477:0.473:0.475	0.1796	0.4794	0.374635	14.18:18.16:16.28:21.08:20.62	18.064	0.527:0.395:0.457:0.297:0.313	0.398	0.527	0.45966666666666667
365	hsCDK5RAP3	P62834	0.235:0.195:0.182:0.171:0.168	0.532:0.518:0.513:0.496:0.482	0.1902	0.5082	0.374262	11.67:15.27:16.83:19.19:20.64	16.72	0.611:0.491:0.439:0.36:0.312	0.443	0.611	0.5136666666666667
320	hsCDK5RAP3	Q969R8	0.247:0.155:0.149:0.146:0.137	0.461:0.432:0.446:0.446:0.448	0.1668	0.4466	0.373489	14.63:21.88:22.45:23.38:25.27	21.522	0.512:0.271:0.252:0.221:0.158	0.283	0.512	0.34500000000000003
289	hsCDK5RAP3	Q9BSM1	0.204:0.18:0.179:0.178:0.178	0.501:0.491:0.493:0.489:0.489	0.1838	0.4926	0.373122	14.94:17.42:18.05:16.77:18.41	17.118	0.502:0.419:0.398:0.441:0.386	0.429	0.502	0.454
531	hsCDK5RAP3	Q562E7	0.257:0.25:0.241:0.225:0.228	0.632:0.649:0.652:0.65:0.637	0.2402	0.644	0.372981	22.81:22.48:20.05:23.78:22.27	22.278	0.24:0.251:0.332:0.207:0.258	0.257	0.332	0.2803333333333333
709	hsCDK5RAP3	P04183	0.194:0.185:0.172:0.17:0.158	0.469:0.472:0.472:0.475:0.471	0.1758	0.4718	0.372616	16.06:16.16:17.72:16.27:20.56	17.354	0.465:0.461:0.409:0.458:0.315	0.422	0.465	0.4613333333333334
570	hsCDK5RAP3	Q86SE9	0.22:0.187:0.185:0.173:0.161	0.514:0.5:0.494:0.489:0.489	0.1852	0.4972	0.372486	13.93:18.22:17.25:17.5:20.42	17.464	0.536:0.393:0.425:0.417:0.319	0.418	0.536	0.4593333333333333
313	hsCDK5RAP3	Q86X83	0.32:0.168:0.164:0.152:0.136	0.525:0.506:0.501:0.505:0.488	0.188	0.505	0.372277	8.63:19.27:19.72:17.78:20.25	17.13	0.712:0.358:0.343:0.407:0.325	0.429	0.712	0.4923333333333333
616	hsCDK5RAP3	Q8IYK8	0.224:0.192:0.16:0.136:0.128	0.46:0.463:0.459:0.439:0.441	0.168	0.4524	0.371353	11.83:8.92:11.69:15.29:20.09	13.564	0.606:0.703:0.61:0.49:0.33	0.548	0.703	0.6396666666666666
775	hsCDK5RAP3	Q9NVT9	0.21:0.196:0.175:0.17:0.154	0.502:0.487:0.484:0.489:0.481	0.181	0.4886	0.370446	17.69:15.27:13.28:18.36:19.45	16.81	0.41:0.491:0.557:0.388:0.352	0.44	0.557	0.486
632	hsCDK5RAP3	Q11206	0.188:0.165:0.157:0.153:0.143	0.444:0.444:0.429:0.426:0.433	0.1612	0.4352	0.370404	17.3:19.95:21.92:21.78:20.69	20.328	0.423:0.335:0.269:0.274:0.31	0.322	0.423	0.356
465	hsCDK5RAP3	A0PJY2	0.177:0.167:0.163:0.153:0.138	0.44:0.431:0.432:0.431:0.422	0.1596	0.43120000000000003	0.37013	11.7:18.11:15.88:18.22:20.62	16.906	0.61:0.396:0.471:0.393:0.313	0.436	0.61	0.49233333333333335
238	hsCDK5RAP3	Q86W24	0.281:0.207:0.205:0.192:0.188	0.578:0.582:0.574:0.59:0.579	0.2146	0.5806	0.369618	14.3:19.23:19.94:20.55:21.06	19.016	0.523:0.359:0.335:0.315:0.298	0.366	0.523	0.4056666666666667
657	hsCDK5RAP3	O94886	0.308:0.18:0.174:0.164:0.163	0.582:0.519:0.541:0.523:0.511	0.1978	0.5352	0.369581	11.33:23.06:22.95:23.89:24.86	21.218	0.622:0.231:0.235:0.204:0.171	0.293	0.622	0.3626666666666667
383	hsCDK5RAP3	P59046	0.212:0.198:0.194:0.196:0.197	0.538:0.565:0.541:0.533:0.521	0.1994	0.5396	0.369533	19.16:15.21:17.03:19.03:17.64	17.614	0.361:0.493:0.432:0.366:0.412	0.413	0.493	0.44566666666666666
211	hsCDK5RAP3	Q96JF0	0.162:0.155:0.148:0.141:0.138	0.408:0.406:0.401:0.402:0.401	0.1488	0.4036	0.368682	16.77:22.17:23.91:21.98:24.08	21.782	0.441:0.261:0.203:0.267:0.197	0.274	0.441	0.323
207	hsCDK5RAP3	A8MX76	0.205:0.182:0.161:0.156:0.151	0.479:0.458:0.459:0.463:0.462	0.171	0.4642	0.368376	18.72:22.17:24.52:24.31:25.53	23.05	0.376:0.261:0.183:0.19:0.149	0.232	0.376	0.27566666666666667
715	hsCDK5RAP3	Q99829	0.22:0.167:0.16:0.153:0.14	0.467:0.445:0.466:0.458:0.448	0.168	0.4568	0.367776	16.84:19.91:20.58:22.58:24.5	20.882	0.439:0.336:0.314:0.247:0.183	0.304	0.439	0.363
626	hsCDK5RAP3	Q96A58	0.215:0.211:0.195:0.183:0.124	0.507:0.517:0.511:0.503:0.488	0.1856	0.5052	0.367379	15.53:15.24:16.44:17.53:24.16	17.78	0.482:0.492:0.452:0.416:0.195	0.407	0.492	0.47533333333333333
582	hsCDK5RAP3	Q5T4D3	0.249:0.223:0.217:0.188:0.173	0.566:0.571:0.58:0.571:0.572	0.21	0.572	0.367133	9.31:10.9:10.02:11.1:12.73	10.812	0.69:0.637:0.666:0.63:0.576	0.64	0.69	0.6643333333333333
796	hsCDK5RAP3	A6NLC8	0.28:0.181:0.174:0.164:0.151	0.532:0.516:0.517:0.519:0.508	0.19	0.5184	0.366512	10.51:11.14:14.43:14.27:17.5	13.57	0.65:0.629:0.519:0.524:0.417	0.548	0.65	0.601
357	hsCDK5RAP3	Q13309	0.178:0.177:0.137:0.136:0.131	0.423:0.412:0.408:0.41:0.418	0.1518	0.4142	0.36649	15.56:16.67:23.2:25.27:24.73	21.086	0.481:0.444:0.227:0.158:0.176	0.297	0.481	0.384
464	hsCDK5RAP3	Q6ZN04	0.161:0.154:0.151:0.141:0.138	0.399:0.414:0.411:0.409:0.4	0.149	0.4066	0.366454	15.73:14.85:20.27:19.53:23.17	18.71	0.476:0.505:0.324:0.349:0.228	0.376	0.505	0.4433333333333333
474	hsCDK5RAP3	Q96NB1	0.213:0.195:0.185:0.183:0.173	0.524:0.519:0.521:0.521:0.505	0.1898	0.518	0.366409	13.27:13.62:15.98:13.88:16.86	14.722	0.558:0.546:0.467:0.537:0.438	0.509	0.558	0.547
394	hsCDK5RAP3	Q7Z736	0.208:0.185:0.182:0.162:0.16	0.503:0.492:0.486:0.489:0.479	0.1794	0.4898	0.366272	9:13.92:13.34:15.6:16.89	13.75	0.7:0.536:0.555:0.48:0.437	0.542	0.7	0.597
9	hsCDK5RAP3	Q96AZ1	0.252:0.192:0.171:0.142:0.135	0.523:0.498:0.479:0.471:0.467	0.1784	0.4876	0.365874	6.41:16.41:15.55:18.89:21.75	15.802	0.786:0.453:0.482:0.37:0.275	0.473	0.786	0.5736666666666667
148	hsCDK5RAP3	Q96CJ1	0.192:0.186:0.182:0.172:0.166	0.5:0.493:0.486:0.486:0.491	0.1796	0.4912	0.365635	12.6:14.2:11.34:12.38:14.8	13.064	0.58:0.527:0.622:0.587:0.507	0.565	0.622	0.5963333333333333
422	hsCDK5RAP3	Q8N4T8	0.19:0.187:0.169:0.157:0.135	0.461:0.465:0.451:0.462:0.453	0.1676	0.4584	0.36562	18.39:18.62:19.72:20.88:23.2	20.162	0.387:0.379:0.343:0.304:0.227	0.328	0.387	0.3696666666666667
510	hsCDK5RAP3	Q9UKT7	0.241:0.189:0.154:0.131:0.128	0.466:0.468:0.453:0.461:0.459	0.1686	0.4614	0.36541	12.35:15.19:20.36:22.03:21.44	18.274	0.588:0.494:0.321:0.266:0.285	0.391	0.588	0.4676666666666667
326	hsCDK5RAP3	Q9NUD7	0.193:0.164:0.162:0.154:0.147	0.462:0.449:0.449:0.442:0.449	0.164	0.4502	0.364283	13.23:12.76:16.73:14.11:18.23	15.012	0.559:0.575:0.442:0.53:0.392	0.5	0.575	0.5546666666666666
545	hsCDK5RAP3	Q96IZ5	0.17:0.162:0.149:0.148:0.139	0.431:0.425:0.422:0.42:0.412	0.1536	0.422	0.363981	15.52:19.75:18.77:15.09:21.7	18.166	0.483:0.342:0.374:0.497:0.277	0.394	0.497	0.4513333333333333
602	hsCDK5RAP3	Q8N4Q0	0.189:0.182:0.167:0.153:0.149	0.47:0.464:0.462:0.457:0.457	0.168	0.462	0.363636	18.06:18.31:20.56:22.02:22.84	20.358	0.398:0.39:0.315:0.266:0.239	0.321	0.398	0.3676666666666667
724	hsCDK5RAP3	Q08116	0.323:0.219:0.131:0.13:0.121	0.522:0.506:0.511:0.5:0.505	0.1848	0.5088	0.363208	4.33:9.56:21.28:20.81:20.83	15.362	0.856:0.681:0.291:0.306:0.306	0.488	0.856	0.6143333333333334
528	hsCDK5RAP3	Q96RQ1	0.168:0.16:0.158:0.135:0.132	0.419:0.415:0.419:0.409:0.413	0.1506	0.415	0.362892	20.22:20.11:18.14:25.62:24.52	21.722	0.326:0.33:0.395:0.146:0.183	0.276	0.395	0.35033333333333333
578	hsCDK5RAP3	Q6ZSI9	0.349:0.205:0.161:0.152:0.149	0.607:0.562:0.569:0.527:0.536	0.2032	0.5602	0.362728	11.48:16.05:20.45:22.98:24.69	19.13	0.617:0.465:0.318:0.234:0.177	0.362	0.617	0.4666666666666667
415	hsCDK5RAP3	Q96JC9	0.219:0.195:0.18:0.147:0.147	0.494:0.499:0.492:0.487:0.477	0.1776	0.4898	0.362597	10.18:9.05:8.16:17.67:15.38	12.088	0.661:0.698:0.728:0.411:0.487	0.597	0.728	0.6956666666666667
521	hsCDK5RAP3	P56557	0.21:0.197:0.193:0.18:0.162	0.53:0.521:0.517:0.51:0.521	0.1884	0.5198	0.362447	15.01:15.76:17.42:19.22:20.09	17.5	0.5:0.475:0.419:0.359:0.33	0.417	0.5	0.4646666666666667
625	hsCDK5RAP3	Q86W42	0.186:0.178:0.154:0.146:0.141	0.45:0.454:0.439:0.44:0.439	0.161	0.4444	0.362286	17.56:19.78:20.48:23.11:23.11	20.808	0.415:0.341:0.317:0.23:0.23	0.306	0.415	0.3576666666666667
557	hsCDK5RAP3	Q8N0Z9	0.163:0.134:0.136:0.132:0.129	0.388:0.391:0.377:0.38:0.382	0.1388	0.3836	0.361835	20.45:24.92:24.66:25.61:25.48	24.224	0.318:0.169:0.178:0.146:0.151	0.193	0.318	0.22166666666666668
672	hsCDK5RAP3	O14807	0.226:0.181:0.18:0.153:0.155	0.519:0.502:0.493:0.495:0.469	0.179	0.4956	0.361178	11.37:15.87:16.69:19.77:20.14	16.768	0.621:0.471:0.444:0.341:0.329	0.441	0.621	0.512
20	hsCDK5RAP3	Q8N1E6	0.228:0.206:0.138:0.131:0.131	0.471:0.46:0.47:0.455:0.455	0.1668	0.4622	0.360883	13.35:15.27:18.27:22.09:24.47	18.69	0.555:0.491:0.391:0.264:0.184	0.377	0.555	0.47900000000000004
591	hsCDK5RAP3	P28288	0.15:0.139:0.143:0.147:0.138	0.403:0.426:0.396:0.379:0.383	0.1434	0.3974	0.360845	25.86:21.25:25.11:26.09:23.77	24.416	0.138:0.292:0.163:0.13:0.208	0.186	0.292	0.221
409	hsCDK5RAP3	P43307	0.219:0.186:0.154:0.142:0.122	0.468:0.455:0.455:0.458:0.448	0.1646	0.4568	0.360333	9.05:12.36:15.34:17.66:23.88	15.658	0.698:0.588:0.489:0.411:0.204	0.478	0.698	0.5916666666666667
117	hsCDK5RAP3	P49798	0.176:0.175:0.176:0.173:0.159	0.485:0.486:0.468:0.469:0.478	0.1718	0.4772	0.360017	8.68:8.17:12.03:8.07:10.8	9.55	0.711:0.728:0.599:0.731:0.64	0.682	0.731	0.7233333333333333
310	hsCDK5RAP3	Q6UX07	0.174:0.153:0.152:0.147:0.138	0.439:0.424:0.417:0.428:0.415	0.1528	0.4246	0.359868	14.8:21.36:22.56:14.94:23.19	19.37	0.507:0.288:0.248:0.502:0.227	0.354	0.507	0.43233333333333335
131	hsCDK5RAP3	Q8NEW0	0.189:0.163:0.158:0.138:0.128	0.444:0.428:0.433:0.424:0.429	0.1552	0.4316	0.359592	15.88:16.72:16.05:21.16:24.08	18.778	0.471:0.443:0.465:0.295:0.197	0.374	0.471	0.45966666666666667
546	hsCDK5RAP3	Q9Y619	0.185:0.171:0.165:0.159:0.127	0.461:0.45:0.45:0.448:0.438	0.1614	0.4494	0.359146	18.03:19.42:19.56:20.56:24.3	20.374	0.399:0.353:0.348:0.315:0.19	0.321	0.399	0.36666666666666664
604	hsCDK5RAP3	Q96G74	0.16:0.142:0.138:0.138:0.134	0.405:0.392:0.399:0.394:0.394	0.1424	0.3968	0.358871	16.3:21.33:19.17:21.86:21.56	20.044	0.457:0.289:0.361:0.271:0.281	0.332	0.457	0.369
53	hsCDK5RAP3	Q9Y5Y0	0.17:0.164:0.15:0.148:0.144	0.435:0.436:0.433:0.433:0.426	0.1552	0.4326	0.358761	15.99:21.5:21.22:19.42:24.06	20.438	0.467:0.283:0.293:0.353:0.198	0.319	0.467	0.371
103	hsCDK5RAP3	Q53H80	0.207:0.205:0.196:0.183:0.166	0.54:0.537:0.537:0.531:0.523	0.1914	0.5336	0.358696	9.07:12.18:13.34:14.17:14.6	12.672	0.698:0.594:0.555:0.528:0.513	0.578	0.698	0.6156666666666667
432	hsCDK5RAP3	Q10469	0.189:0.186:0.163:0.143:0.124	0.456:0.458:0.453:0.445:0.434	0.161	0.4492	0.358415	13.42:14.05:19.72:20.17:17.61	16.994	0.553:0.532:0.343:0.328:0.413	0.434	0.553	0.49933333333333335
751	hsCDK5RAP3	Q96IG2	0.192:0.161:0.155:0.154:0.147	0.463:0.468:0.448:0.446:0.441	0.1618	0.4532	0.357017	14.04:17.97:19.3:16.3:21.95	17.912	0.532:0.401:0.357:0.457:0.268	0.403	0.532	0.4633333333333334
303	hsCDK5RAP3	Q9HC29	0.233:0.198:0.193:0.196:0.191	0.561:0.574:0.582:0.561:0.559	0.2022	0.5674	0.356362	17.34:19.94:22.69:19.45:21.89	20.262	0.422:0.335:0.244:0.352:0.27	0.325	0.422	0.36966666666666664
299	hsCDK5RAP3	Q6UXD7	0.172:0.166:0.159:0.147:0.146	0.453:0.445:0.445:0.443:0.431	0.158	0.4434	0.356337	20.67:23.06:22.16:24.2:21.7	22.358	0.311:0.231:0.261:0.193:0.277	0.255	0.311	0.28300000000000003
700	hsCDK5RAP3	P26440	0.179:0.178:0.167:0.161:0.155	0.473:0.476:0.475:0.47:0.469	0.168	0.4726	0.35548	19.81:18.72:16.56:20.66:22.3	19.61	0.34:0.376:0.448:0.311:0.257	0.346	0.448	0.388
128	hsCDK5RAP3	Q9UBS8	0.157:0.143:0.141:0.138:0.129	0.402:0.395:0.403:0.397:0.396	0.1416	0.3986	0.355243	22.47:24.91:22.88:24.2:26.14	24.12	0.251:0.17:0.237:0.193:0.129	0.196	0.251	0.227
